Column,Value,Count
census_tract_number,1014.0,219.0
census_tract_number,4037.21,219.0
census_tract_number,1247.0,219.0
census_tract_number,5033.31,219.0
census_tract_number,4094.0,219.0
census_tract_number,3014.0,219.0
census_tract_number,4017.03,219.0
census_tract_number,56.01,219.0
census_tract_number,2003.01,219.0
census_tract_number,3451.13,219.0
census_tract_number,427.44,219.0
census_tract_number,4020.02,219.0
tract_to_msamd_income,114.0199966430664,219.0
census_tract_number,753.03,219.0
census_tract_number,8.17,219.0
tract_to_msamd_income,88.02999877929688,219.0
tract_to_msamd_income,162.63999938964844,219.0
census_tract_number,884.01,219.0
tract_to_msamd_income,70.27999877929688,219.0
census_tract_number,636.01,219.0
census_tract_number,6508.0,219.0
applicant_income_000s,404.0,219.0
census_tract_number,999.02,219.0
census_tract_number,6103.04,219.0
census_tract_number,8.14,219.0
census_tract_number,2771.0,219.0
tract_to_msamd_income,142.35000610351562,219.0
tract_to_msamd_income,165.63999938964844,219.0
number_of_1_to_4_family_units,1746.0,218.0
census_tract_number,5742.01,218.0
number_of_1_to_4_family_units,101.0,218.0
population,2545.0,218.0
population,3955.0,218.0
population,3844.0,218.0
population,4567.0,218.0
population,6086.0,218.0
population,3538.0,218.0
population,1903.0,218.0
census_tract_number,4421.0,218.0
census_tract_number,2628.02,218.0
census_tract_number,39.04,218.0
census_tract_number,4310.01,218.0
census_tract_number,5749.01,218.0
census_tract_number,3452.04,218.0
census_tract_number,5545.21,218.0
census_tract_number,5035.08,218.0
census_tract_number,55.14,218.0
census_tract_number,6037.0,218.0
census_tract_number,218.1,218.0
census_tract_number,6704.13,218.0
census_tract_number,638.03,218.0
population,6931.0,218.0
population,5245.0,218.0
tract_to_msamd_income,91.81999969482422,218.0
population,7279.0,218.0
tract_to_msamd_income,84.79000091552734,218.0
minority_population,61.0099983215332,218.0
minority_population,56.709999084472656,218.0
minority_population,6.610000133514404,218.0
minority_population,66.62999725341797,218.0
minority_population,42.5,218.0
minority_population,86.3499984741211,218.0
minority_population,52.88999938964844,218.0
minority_population,65.0199966430664,218.0
minority_population,65.72000122070312,218.0
population,5071.0,218.0
minority_population,98.73999786376952,218.0
tract_to_msamd_income,180.10000610351562,218.0
tract_to_msamd_income,240.4600067138672,218.0
tract_to_msamd_income,94.1500015258789,218.0
tract_to_msamd_income,64.25,218.0
minority_population,15.9399995803833,218.0
tract_to_msamd_income,116.4499969482422,218.0
tract_to_msamd_income,111.05999755859376,218.0
tract_to_msamd_income,171.3699951171875,218.0
tract_to_msamd_income,137.16000366210938,218.0
tract_to_msamd_income,151.6199951171875,218.0
tract_to_msamd_income,130.33999633789062,218.0
tract_to_msamd_income,171.6699981689453,218.0
loan_amount_000s,4000.0,218.0
loan_amount_000s,669.0,218.0
loan_amount_000s,1220.0,218.0
loan_amount_000s,1680.0,218.0
minority_population,50.88999938964844,218.0
tract_to_msamd_income,96.79000091552734,217.0
tract_to_msamd_income,152.75999450683594,217.0
number_of_1_to_4_family_units,2553.0,217.0
tract_to_msamd_income,40.56999969482422,217.0
tract_to_msamd_income,55.15999984741211,217.0
tract_to_msamd_income,131.5,217.0
tract_to_msamd_income,132.8800048828125,217.0
tract_to_msamd_income,149.33999633789062,217.0
tract_to_msamd_income,123.62000274658205,217.0
tract_to_msamd_income,111.22000122070312,217.0
tract_to_msamd_income,61.25,217.0
tract_to_msamd_income,67.55999755859375,217.0
tract_to_msamd_income,121.37000274658205,217.0
tract_to_msamd_income,129.75,217.0
census_tract_number,183.0,217.0
census_tract_number,5709.02,217.0
census_tract_number,1312.0,217.0
minority_population,42.54999923706055,217.0
minority_population,64.4800033569336,217.0
minority_population,88.94999694824219,217.0
minority_population,24.06999969482422,217.0
minority_population,41.09999847412109,217.0
minority_population,24.8700008392334,217.0
applicant_income_000s,437.0,217.0
census_tract_number,3382.01,217.0
census_tract_number,432.28,217.0
census_tract_number,4004.03,217.0
census_tract_number,996.02,217.0
census_tract_number,427.37,217.0
census_tract_number,1288.02,217.0
census_tract_number,1262.0,217.0
minority_population,14.84000015258789,217.0
minority_population,94.2300033569336,217.0
population,2395.0,217.0
population,2990.0,217.0
population,2403.0,217.0
population,8521.0,217.0
population,3360.0,217.0
population,4688.0,217.0
tract_to_msamd_income,105.25,216.0
tract_to_msamd_income,244.42999267578125,216.0
tract_to_msamd_income,94.93000030517578,216.0
tract_to_msamd_income,60.2400016784668,216.0
tract_to_msamd_income,132.8000030517578,216.0
tract_to_msamd_income,132.83999633789062,216.0
population,2454.0,216.0
tract_to_msamd_income,123.23999786376952,216.0
tract_to_msamd_income,96.7699966430664,216.0
tract_to_msamd_income,113.69000244140624,216.0
tract_to_msamd_income,60.59999847412109,216.0
census_tract_number,212.06,216.0
census_tract_number,1515.04,216.0
census_tract_number,9203.12,216.0
census_tract_number,202.06,216.0
census_tract_number,446.06,216.0
census_tract_number,5414.0,216.0
census_tract_number,6079.0,216.0
census_tract_number,4378.0,216.0
census_tract_number,5704.02,216.0
census_tract_number,220.13,216.0
census_tract_number,104.16,216.0
census_tract_number,5020.01,216.0
census_tract_number,1021.04,216.0
census_tract_number,4337.0,216.0
tract_to_msamd_income,57.54999923706055,216.0
tract_to_msamd_income,52.209999084472656,216.0
population,7085.0,216.0
tract_to_msamd_income,111.76000213623048,216.0
tract_to_msamd_income,122.30999755859376,216.0
population,4324.0,216.0
tract_to_msamd_income,52.22999954223633,216.0
population,2656.0,216.0
rate_spread,2.04,216.0
population,5973.0,216.0
population,4759.0,216.0
minority_population,60.06999969482422,216.0
minority_population,42.38999938964844,216.0
minority_population,49.130001068115234,216.0
minority_population,43.34000015258789,216.0
minority_population,28.100000381469727,216.0
minority_population,94.5999984741211,216.0
population,2432.0,216.0
minority_population,6.579999923706055,216.0
minority_population,92.27999877929688,216.0
minority_population,16.6299991607666,216.0
minority_population,22.31999969482422,216.0
minority_population,93.1999969482422,216.0
minority_population,84.66999816894531,216.0
population,5385.0,216.0
population,5773.0,216.0
population,3608.0,216.0
minority_population,31.649999618530277,215.0
census_tract_number,2521.08,215.0
census_tract_number,3430.01,215.0
census_tract_number,4611.0,215.0
census_tract_number,5004.03,215.0
applicant_income_000s,423.0,215.0
census_tract_number,33.1,215.0
census_tract_number,20.19,215.0
census_tract_number,320.31,215.0
minority_population,63.66999816894531,215.0
census_tract_number,70.13,215.0
census_tract_number,7004.0,215.0
census_tract_number,4328.0,215.0
census_tract_number,748.03,215.0
census_tract_number,2531.06,215.0
tract_to_msamd_income,94.05999755859376,215.0
census_tract_number,449.32,215.0
census_tract_number,1530.01,215.0
minority_population,83.44999694824219,215.0
minority_population,13.270000457763672,215.0
minority_population,14.5600004196167,215.0
minority_population,75.80999755859375,215.0
minority_population,57.900001525878906,215.0
respondent_id,26-1589507,215
respondent_id,04-3660901,215
number_of_1_to_4_family_units,2469.0,215.0
number_of_1_to_4_family_units,2303.0,215.0
tract_to_msamd_income,101.72000122070312,215.0
minority_population,17.959999084472656,215.0
minority_population,96.04000091552734,215.0
minority_population,39.380001068115234,215.0
minority_population,16.6200008392334,215.0
minority_population,74.47000122070312,215.0
tract_to_msamd_income,163.25,215.0
tract_to_msamd_income,61.70000076293945,215.0
tract_to_msamd_income,139.5399932861328,215.0
census_tract_number,1505.0,215.0
population,4969.0,215.0
population,3791.0,215.0
population,9106.0,215.0
population,8938.0,215.0
population,3995.0,215.0
population,2915.0,215.0
population,7159.0,215.0
census_tract_number,740.04,215.0
census_tract_number,20.12,215.0
census_tract_number,82.09,215.0
census_tract_number,1506.09,215.0
tract_to_msamd_income,129.5,215.0
census_tract_number,408.15,215.0
loan_amount_000s,1190.0,215.0
census_tract_number,1509.02,215.0
tract_to_msamd_income,134.6300048828125,215.0
tract_to_msamd_income,71.36000061035156,215.0
tract_to_msamd_income,158.82000732421875,215.0
tract_to_msamd_income,133.38999938964844,215.0
tract_to_msamd_income,82.29000091552734,215.0
tract_to_msamd_income,83.2699966430664,215.0
tract_to_msamd_income,225.8999938964844,215.0
tract_to_msamd_income,117.48999786376952,215.0
census_tract_number,8003.25,215.0
tract_to_msamd_income,113.04000091552734,215.0
tract_to_msamd_income,166.5,215.0
tract_to_msamd_income,49.38999938964844,215.0
tract_to_msamd_income,176.99000549316406,215.0
tract_to_msamd_income,121.4499969482422,215.0
census_tract_number,45.0,214.0
census_tract_number,28.18,214.0
census_tract_number,2713.0,214.0
census_tract_number,2517.02,214.0
census_tract_number,4506.06,214.0
census_tract_number,4080.05,214.0
minority_population,46.130001068115234,214.0
census_tract_number,3591.04,214.0
tract_to_msamd_income,101.75,214.0
minority_population,64.94999694824219,214.0
minority_population,47.83000183105469,214.0
population,5974.0,214.0
population,4529.0,214.0
population,2829.0,214.0
population,5390.0,214.0
population,2850.0,214.0
population,5007.0,214.0
population,4938.0,214.0
population,1521.0,214.0
number_of_owner_occupied_units,1669.0,214.0
number_of_owner_occupied_units,305.0,214.0
number_of_owner_occupied_units,387.0,214.0
loan_amount_000s,5000.0,214.0
loan_amount_000s,791.0,214.0
census_tract_number,4359.0,214.0
tract_to_msamd_income,163.22999572753906,214.0
tract_to_msamd_income,100.05999755859376,214.0
tract_to_msamd_income,40.65999984741211,214.0
tract_to_msamd_income,117.12999725341795,214.0
tract_to_msamd_income,65.3499984741211,214.0
tract_to_msamd_income,178.22999572753906,214.0
tract_to_msamd_income,90.18000030517578,214.0
tract_to_msamd_income,150.9600067138672,214.0
minority_population,78.51000213623047,214.0
minority_population,48.97999954223633,214.0
minority_population,80.61000061035156,214.0
minority_population,41.810001373291016,214.0
minority_population,30.809999465942383,214.0
census_tract_number,4007.0,214.0
minority_population,64.27999877929688,214.0
number_of_1_to_4_family_units,592.0,214.0
tract_to_msamd_income,80.47000122070312,213.0
tract_to_msamd_income,143.07000732421875,213.0
census_tract_number,5033.04,213.0
census_tract_number,5775.01,213.0
census_tract_number,1105.0,213.0
census_tract_number,2690.0,213.0
census_tract_number,5031.16,213.0
census_tract_number,1098.0,213.0
census_tract_number,83.3,213.0
census_tract_number,218.23,213.0
census_tract_number,5031.05,213.0
census_tract_number,4383.0,213.0
census_tract_number,2412.02,213.0
census_tract_number,218.2,213.0
tract_to_msamd_income,149.77000427246094,213.0
tract_to_msamd_income,53.02999877929688,213.0
tract_to_msamd_income,138.6300048828125,213.0
tract_to_msamd_income,82.52999877929688,213.0
tract_to_msamd_income,163.85000610351562,213.0
tract_to_msamd_income,134.39999389648438,213.0
tract_to_msamd_income,139.49000549316406,213.0
tract_to_msamd_income,41.209999084472656,213.0
tract_to_msamd_income,130.41000366210938,213.0
tract_to_msamd_income,207.07000732421875,213.0
tract_to_msamd_income,337.1499938964844,213.0
population,7059.0,213.0
population,6186.0,213.0
census_tract_number,4608.0,213.0
tract_to_msamd_income,204.6000061035156,213.0
census_tract_number,308.09,213.0
minority_population,27.0,213.0
number_of_1_to_4_family_units,2204.0,213.0
number_of_1_to_4_family_units,2054.0,213.0
tract_to_msamd_income,119.0999984741211,213.0
tract_to_msamd_income,125.01000213623048,213.0
tract_to_msamd_income,63.84000015258789,213.0
minority_population,7.590000152587891,213.0
minority_population,36.650001525878906,213.0
minority_population,45.900001525878906,213.0
minority_population,63.70000076293945,213.0
minority_population,93.0,213.0
minority_population,95.8499984741211,213.0
minority_population,28.3700008392334,213.0
minority_population,73.87000274658203,213.0
tract_to_msamd_income,260.0899963378906,213.0
minority_population,54.86000061035156,213.0
minority_population,17.860000610351562,213.0
minority_population,64.37999725341797,213.0
minority_population,99.2300033569336,213.0
minority_population,37.400001525878906,213.0
minority_population,21.700000762939453,213.0
minority_population,94.97000122070312,213.0
tract_to_msamd_income,83.80000305175781,213.0
tract_to_msamd_income,135.4199981689453,213.0
tract_to_msamd_income,57.650001525878906,213.0
tract_to_msamd_income,78.51000213623047,213.0
tract_to_msamd_income,88.94999694824219,213.0
census_tract_number,4507.43,213.0
number_of_1_to_4_family_units,1275.0,213.0
census_tract_number,4806.0,213.0
census_tract_number,6009.12,213.0
population,4518.0,213.0
population,8007.0,213.0
population,8383.0,213.0
population,6819.0,213.0
loan_amount_000s,758.0,213.0
population,4519.0,213.0
number_of_owner_occupied_units,1349.0,213.0
census_tract_number,2624.0,213.0
population,3165.0,213.0
census_tract_number,639.06,212.0
population,3469.0,212.0
minority_population,82.0199966430664,212.0
minority_population,37.91999816894531,212.0
minority_population,73.30999755859375,212.0
minority_population,73.26000213623047,212.0
minority_population,30.75,212.0
minority_population,85.95999908447266,212.0
minority_population,36.459999084472656,212.0
population,3714.0,212.0
population,3993.0,212.0
applicant_income_000s,403.0,212.0
population,3719.0,212.0
population,7724.0,212.0
population,5948.0,212.0
census_tract_number,31.21,212.0
census_tract_number,5435.02,212.0
loan_amount_000s,944.0,212.0
census_tract_number,997.01,212.0
census_tract_number,252.0,212.0
minority_population,90.79000091552734,212.0
tract_to_msamd_income,48.720001220703125,212.0
tract_to_msamd_income,71.97000122070312,212.0
tract_to_msamd_income,70.43000030517578,212.0
tract_to_msamd_income,77.27999877929688,212.0
tract_to_msamd_income,65.88999938964844,212.0
tract_to_msamd_income,82.6500015258789,212.0
tract_to_msamd_income,131.1199951171875,212.0
census_tract_number,1513.08,212.0
tract_to_msamd_income,78.70999908447266,212.0
census_tract_number,166.17,212.0
tract_to_msamd_income,61.45000076293945,212.0
census_tract_number,133.08,212.0
tract_to_msamd_income,99.58999633789062,212.0
tract_to_msamd_income,104.98999786376952,212.0
tract_to_msamd_income,123.12000274658205,212.0
census_tract_number,2004.0,212.0
census_tract_number,33.11,212.0
number_of_1_to_4_family_units,133.0,212.0
population,7001.0,211.0
population,2230.0,211.0
population,6303.0,211.0
population,8699.0,211.0
population,7433.0,211.0
number_of_1_to_4_family_units,2844.0,211.0
number_of_1_to_4_family_units,435.0,211.0
number_of_1_to_4_family_units,422.0,211.0
population,5983.0,211.0
census_tract_number,6013.0,211.0
census_tract_number,6054.0,211.0
census_tract_number,17.08,211.0
minority_population,21.15999984741211,211.0
minority_population,62.65999984741211,211.0
census_tract_number,3780.0,211.0
census_tract_number,1064.05,211.0
census_tract_number,2348.0,211.0
census_tract_number,35.05,211.0
census_tract_number,104.23,211.0
census_tract_number,117.09,211.0
census_tract_number,85.06,211.0
census_tract_number,1813.0,211.0
census_tract_number,51.01,211.0
census_tract_number,1191.0,211.0
census_tract_number,5110.0,211.0
census_tract_number,32.11,211.0
census_tract_number,5715.03,211.0
census_tract_number,1154.01,211.0
minority_population,52.40999984741211,211.0
census_tract_number,6140.0,211.0
census_tract_number,5084.01,211.0
census_tract_number,5531.0,211.0
census_tract_number,630.04,211.0
census_tract_number,9006.07,211.0
census_tract_number,2974.0,211.0
minority_population,72.55000305175781,211.0
minority_population,77.05000305175781,211.0
tract_to_msamd_income,40.20000076293945,211.0
tract_to_msamd_income,138.64999389648438,211.0
tract_to_msamd_income,91.51000213623048,211.0
tract_to_msamd_income,113.27999877929688,211.0
tract_to_msamd_income,112.0,211.0
tract_to_msamd_income,52.20000076293945,211.0
tract_to_msamd_income,160.1199951171875,211.0
tract_to_msamd_income,205.3500061035156,211.0
tract_to_msamd_income,170.11000061035156,211.0
tract_to_msamd_income,130.89999389648438,211.0
tract_to_msamd_income,56.709999084472656,211.0
tract_to_msamd_income,128.72999572753906,211.0
tract_to_msamd_income,85.5,211.0
tract_to_msamd_income,109.9499969482422,211.0
tract_to_msamd_income,165.7100067138672,211.0
tract_to_msamd_income,100.72000122070312,211.0
tract_to_msamd_income,102.2699966430664,211.0
tract_to_msamd_income,173.8699951171875,211.0
tract_to_msamd_income,157.6999969482422,211.0
minority_population,95.98999786376952,211.0
minority_population,39.84000015258789,211.0
minority_population,65.06999969482422,211.0
minority_population,81.94999694824219,211.0
minority_population,22.13999938964844,211.0
minority_population,8.289999961853027,211.0
minority_population,14.850000381469728,211.0
minority_population,74.66999816894531,211.0
minority_population,66.5199966430664,210.0
tract_to_msamd_income,83.08000183105469,210.0
tract_to_msamd_income,102.63999938964844,210.0
tract_to_msamd_income,81.5999984741211,210.0
census_tract_number,435.05,210.0
census_tract_number,639.03,210.0
census_tract_number,423.37,210.0
minority_population,95.6500015258789,210.0
minority_population,49.790000915527344,210.0
minority_population,24.01000022888184,210.0
census_tract_number,5120.26,210.0
census_tract_number,101.09,210.0
census_tract_number,4360.0,210.0
census_tract_number,3202.02,210.0
loan_amount_000s,968.0,210.0
loan_amount_000s,3500.0,210.0
minority_population,72.04000091552734,210.0
respondent_id,0000019899,210
minority_population,59.630001068115234,210.0
census_tract_number,1523.0,210.0
population,7038.0,210.0
population,6235.0,210.0
population,6212.0,210.0
population,6577.0,210.0
population,3713.0,210.0
minority_population,79.66000366210938,210.0
minority_population,58.540000915527344,210.0
minority_population,17.65999984741211,210.0
minority_population,10.18000030517578,210.0
minority_population,73.97000122070312,210.0
minority_population,24.049999237060547,210.0
minority_population,34.029998779296875,210.0
minority_population,76.54000091552734,210.0
minority_population,19.959999084472656,210.0
minority_population,62.5099983215332,210.0
minority_population,39.209999084472656,210.0
minority_population,62.7400016784668,210.0
minority_population,40.81999969482422,210.0
tract_to_msamd_income,32.81999969482422,210.0
census_tract_number,4634.0,210.0
census_tract_number,3650.02,210.0
tract_to_msamd_income,147.32000732421875,210.0
tract_to_msamd_income,125.33000183105467,210.0
tract_to_msamd_income,132.61000061035156,210.0
number_of_1_to_4_family_units,2153.0,210.0
tract_to_msamd_income,71.44999694824219,210.0
census_tract_number,29.09,210.0
census_tract_number,218.07,210.0
census_tract_number,59.0,210.0
census_tract_number,423.25,210.0
census_tract_number,1539.03,210.0
census_tract_number,4084.0,210.0
census_tract_number,104.21,210.0
applicant_income_000s,419.0,210.0
census_tract_number,4100.0,210.0
census_tract_number,185.19,210.0
tract_to_msamd_income,100.54000091552734,210.0
census_tract_number,1190.02,210.0
census_tract_number,3770.0,210.0
census_tract_number,2169.0,210.0
census_tract_number,2625.01,210.0
census_tract_number,864.07,210.0
census_tract_number,3490.0,210.0
census_tract_number,4369.0,210.0
number_of_1_to_4_family_units,2464.0,210.0
number_of_1_to_4_family_units,733.0,210.0
number_of_1_to_4_family_units,2462.0,210.0
tract_to_msamd_income,88.83999633789062,210.0
census_tract_number,2.08,210.0
tract_to_msamd_income,277.0899963378906,210.0
tract_to_msamd_income,166.42999267578125,210.0
tract_to_msamd_income,123.1999969482422,210.0
tract_to_msamd_income,101.08000183105467,210.0
tract_to_msamd_income,152.3300018310547,210.0
tract_to_msamd_income,101.79000091552734,210.0
tract_to_msamd_income,125.45999908447266,210.0
tract_to_msamd_income,41.5,210.0
tract_to_msamd_income,42.75,210.0
tract_to_msamd_income,88.58999633789062,210.0
tract_to_msamd_income,74.70999908447266,210.0
tract_to_msamd_income,151.49000549316406,210.0
population,6190.0,210.0
tract_to_msamd_income,141.02999877929688,210.0
tract_to_msamd_income,61.02000045776367,210.0
minority_population,91.27999877929688,209.0
population,5289.0,209.0
census_tract_number,1220.0,209.0
census_tract_number,6704.11,209.0
census_tract_number,2005.01,209.0
census_tract_number,3923.0,209.0
minority_population,33.02000045776367,209.0
minority_population,56.959999084472656,209.0
minority_population,47.47999954223633,209.0
minority_population,31.549999237060547,209.0
minority_population,93.77999877929688,209.0
minority_population,41.130001068115234,209.0
census_tract_number,9108.1,209.0
minority_population,60.86000061035156,209.0
census_tract_number,4415.01,209.0
minority_population,96.1999969482422,209.0
minority_population,33.90999984741211,209.0
minority_population,13.029999732971191,209.0
rate_spread,2.05,209.0
census_tract_number,4303.01,209.0
census_tract_number,4081.35,209.0
census_tract_number,195.03,209.0
census_tract_number,101.07,209.0
census_tract_number,4021.01,209.0
census_tract_number,93.05,209.0
minority_population,93.4499969482422,209.0
minority_population,51.20000076293945,209.0
population,5258.0,209.0
applicant_income_000s,426.0,209.0
applicant_income_000s,550.0,209.0
number_of_1_to_4_family_units,3306.0,209.0
respondent_id,72-1591908,209
tract_to_msamd_income,56.75,209.0
tract_to_msamd_income,140.5800018310547,209.0
tract_to_msamd_income,235.22999572753903,209.0
tract_to_msamd_income,178.02000427246094,209.0
tract_to_msamd_income,107.18000030517578,209.0
tract_to_msamd_income,210.2400054931641,209.0
tract_to_msamd_income,149.0,209.0
tract_to_msamd_income,186.8300018310547,209.0
tract_to_msamd_income,222.57000732421875,209.0
population,2195.0,209.0
tract_to_msamd_income,94.4800033569336,209.0
tract_to_msamd_income,110.0999984741211,209.0
tract_to_msamd_income,49.619998931884766,209.0
tract_to_msamd_income,80.94999694824219,209.0
tract_to_msamd_income,105.9800033569336,209.0
tract_to_msamd_income,97.98999786376952,209.0
tract_to_msamd_income,150.4499969482422,209.0
tract_to_msamd_income,41.38999938964844,209.0
applicant_income_000s,417.0,209.0
tract_to_msamd_income,43.43999862670898,209.0
population,4355.0,209.0
population,1673.0,209.0
minority_population,58.220001220703125,209.0
loan_amount_000s,709.0,209.0
loan_amount_000s,753.0,209.0
loan_amount_000s,733.0,209.0
minority_population,36.209999084472656,209.0
number_of_owner_occupied_units,1727.0,209.0
population,3498.0,209.0
population,6986.0,209.0
tract_to_msamd_income,68.19000244140625,208.0
census_tract_number,4616.0,208.0
census_tract_number,5033.01,208.0
census_tract_number,37.02,208.0
census_tract_number,316.02,208.0
number_of_1_to_4_family_units,932.0,208.0
tract_to_msamd_income,141.60000610351562,208.0
census_tract_number,3115.0,208.0
census_tract_number,6205.22,208.0
census_tract_number,117.03,208.0
census_tract_number,1090.02,208.0
census_tract_number,4445.0,208.0
tract_to_msamd_income,80.30999755859375,208.0
tract_to_msamd_income,71.80999755859375,208.0
tract_to_msamd_income,114.66999816894533,208.0
tract_to_msamd_income,84.91000366210938,208.0
tract_to_msamd_income,82.4800033569336,208.0
tract_to_msamd_income,57.75,208.0
minority_population,90.36000061035156,208.0
minority_population,84.62000274658203,208.0
minority_population,37.0,208.0
minority_population,42.18999862670898,208.0
minority_population,24.940000534057617,208.0
minority_population,91.58999633789062,208.0
minority_population,9.050000190734863,208.0
minority_population,10.390000343322754,208.0
minority_population,58.84000015258789,208.0
tract_to_msamd_income,144.86000061035156,208.0
tract_to_msamd_income,91.80999755859376,208.0
tract_to_msamd_income,101.12999725341795,208.0
tract_to_msamd_income,79.3499984741211,208.0
tract_to_msamd_income,171.85000610351562,208.0
census_tract_number,330.0,208.0
census_tract_number,2933.02,208.0
census_tract_number,73.06,208.0
census_tract_number,6011.0,208.0
population,6227.0,208.0
number_of_1_to_4_family_units,537.0,208.0
number_of_1_to_4_family_units,646.0,208.0
number_of_1_to_4_family_units,2650.0,208.0
tract_to_msamd_income,189.67999267578125,208.0
population,5441.0,208.0
population,4008.0,208.0
census_tract_number,1395.03,208.0
population,6223.0,208.0
population,6057.0,208.0
population,8227.0,208.0
population,5812.0,208.0
minority_population,33.619998931884766,208.0
population,3023.0,208.0
population,3363.0,208.0
population,5498.0,208.0
census_tract_number,39.05,208.0
census_tract_number,992.27,208.0
census_tract_number,2529.08,208.0
census_tract_number,451.03,208.0
number_of_1_to_4_family_units,580.0,208.0
population,2148.0,208.0
census_tract_number,4374.0,208.0
census_tract_number,4023.01,207.0
minority_population,48.90999984741211,207.0
census_tract_number,1220.02,207.0
census_tract_number,610.0,207.0
census_tract_number,5420.0,207.0
census_tract_number,1538.08,207.0
census_tract_number,4403.04,207.0
census_tract_number,4807.02,207.0
census_tract_number,134.16,207.0
census_tract_number,7008.01,207.0
tract_to_msamd_income,183.2100067138672,207.0
minority_population,22.299999237060547,207.0
population,2931.0,207.0
loan_amount_000s,726.0,207.0
loan_amount_000s,769.0,207.0
minority_population,54.040000915527344,207.0
number_of_1_to_4_family_units,60.0,207.0
tract_to_msamd_income,76.12000274658203,207.0
tract_to_msamd_income,201.6699981689453,207.0
tract_to_msamd_income,56.459999084472656,207.0
tract_to_msamd_income,122.66000366210938,207.0
tract_to_msamd_income,82.76000213623047,207.0
tract_to_msamd_income,121.91999816894533,207.0
tract_to_msamd_income,153.27999877929688,207.0
tract_to_msamd_income,99.3499984741211,207.0
tract_to_msamd_income,124.12999725341795,207.0
tract_to_msamd_income,192.63999938964844,207.0
tract_to_msamd_income,267.5,207.0
tract_to_msamd_income,108.87999725341795,207.0
tract_to_msamd_income,122.01000213623048,207.0
tract_to_msamd_income,169.27000427246094,207.0
tract_to_msamd_income,112.8499984741211,207.0
tract_to_msamd_income,75.41000366210938,207.0
tract_to_msamd_income,70.2699966430664,207.0
tract_to_msamd_income,101.25,207.0
tract_to_msamd_income,191.80999755859372,207.0
population,4961.0,207.0
loan_amount_000s,1170.0,207.0
population,2389.0,207.0
minority_population,45.58000183105469,207.0
census_tract_number,198.05,207.0
census_tract_number,170.0,207.0
census_tract_number,993.05,207.0
census_tract_number,4039.02,207.0
census_tract_number,1.18,207.0
census_tract_number,1100.1,207.0
census_tract_number,4502.0,207.0
population,4222.0,207.0
census_tract_number,55.2,207.0
census_tract_number,97.03,207.0
population,7871.0,207.0
minority_population,10.239999771118164,207.0
minority_population,36.31999969482422,207.0
minority_population,45.400001525878906,207.0
minority_population,26.780000686645508,207.0
minority_population,77.87999725341797,207.0
minority_population,69.5199966430664,207.0
minority_population,90.31999969482422,207.0
minority_population,99.0199966430664,207.0
minority_population,21.6299991607666,207.0
minority_population,58.130001068115234,207.0
tract_to_msamd_income,135.47999572753906,206.0
tract_to_msamd_income,107.01000213623048,206.0
tract_to_msamd_income,340.8900146484375,206.0
tract_to_msamd_income,75.91000366210938,206.0
tract_to_msamd_income,103.45999908447266,206.0
tract_to_msamd_income,74.19999694824219,206.0
tract_to_msamd_income,153.89999389648438,206.0
tract_to_msamd_income,90.91999816894533,206.0
tract_to_msamd_income,97.66999816894533,206.0
tract_to_msamd_income,82.06999969482422,206.0
tract_to_msamd_income,192.4600067138672,206.0
tract_to_msamd_income,87.41999816894531,206.0
loan_amount_000s,681.0,206.0
population,3461.0,206.0
population,5682.0,206.0
population,2269.0,206.0
population,5676.0,206.0
population,3964.0,206.0
population,1885.0,206.0
population,5627.0,206.0
population,2150.0,206.0
population,4099.0,206.0
loan_amount_000s,727.0,206.0
loan_amount_000s,872.0,206.0
loan_amount_000s,878.0,206.0
number_of_1_to_4_family_units,2135.0,206.0
population,3301.0,206.0
rate_spread,2.08,206.0
number_of_1_to_4_family_units,241.0,206.0
respondent_id,0000065299,206
respondent_id,0000006032,206
tract_to_msamd_income,165.14999389648438,206.0
tract_to_msamd_income,80.9800033569336,206.0
tract_to_msamd_income,73.61000061035156,206.0
tract_to_msamd_income,144.97000122070312,206.0
tract_to_msamd_income,50.459999084472656,206.0
tract_to_msamd_income,142.07000732421875,206.0
tract_to_msamd_income,188.8600006103516,206.0
tract_to_msamd_income,57.18000030517578,206.0
number_of_1_to_4_family_units,1871.0,206.0
census_tract_number,1538.09,206.0
minority_population,52.11000061035156,206.0
census_tract_number,2679.01,206.0
census_tract_number,1955.0,206.0
census_tract_number,408.16,206.0
census_tract_number,1222.03,206.0
census_tract_number,4415.21,206.0
census_tract_number,427.28,206.0
census_tract_number,1194.0,206.0
census_tract_number,134.0,206.0
census_tract_number,6060.0,206.0
census_tract_number,2627.06,206.0
census_tract_number,5021.0,206.0
census_tract_number,214.01,206.0
census_tract_number,51.08,206.0
census_tract_number,5120.39,206.0
census_tract_number,1061.14,206.0
census_tract_number,159.02,206.0
census_tract_number,3002.0,206.0
census_tract_number,1152.02,206.0
census_tract_number,1515.03,206.0
census_tract_number,452.22,206.0
census_tract_number,6703.26,206.0
census_tract_number,76.12,206.0
census_tract_number,6003.0,206.0
census_tract_number,170.18,206.0
census_tract_number,3102.01,206.0
minority_population,40.77000045776367,206.0
minority_population,19.34000015258789,206.0
minority_population,13.1899995803833,206.0
minority_population,60.08000183105469,206.0
minority_population,50.43000030517578,206.0
minority_population,33.27000045776367,206.0
minority_population,9.40999984741211,206.0
